,Location,value
1112,WARRIGAL_RD N of HIGH STREET_RD,303
1131,WARRIGAL_RD N of HIGH STREET_RD,279
1150,WARRIGAL_RD N of HIGH STREET_RD,357
1169,WARRIGAL_RD N of HIGH STREET_RD,295
1188,WARRIGAL_RD N of HIGH STREET_RD,312
1207,WARRIGAL_RD N of HIGH STREET_RD,351
1226,WARRIGAL_RD N of HIGH STREET_RD,389
1245,WARRIGAL_RD N of HIGH STREET_RD,375
1264,WARRIGAL_RD N of HIGH STREET_RD,316
1283,WARRIGAL_RD N of HIGH STREET_RD,341
1302,WARRIGAL_RD N of HIGH STREET_RD,316
1321,WARRIGAL_RD N of HIGH STREET_RD,387
1340,WARRIGAL_RD N of HIGH STREET_RD,323
1359,WARRIGAL_RD N of HIGH STREET_RD,360
1378,WARRIGAL_RD N of HIGH STREET_RD,325
1397,WARRIGAL_RD N of HIGH STREET_RD,294
1416,WARRIGAL_RD N of HIGH STREET_RD,269
1435,WARRIGAL_RD N of HIGH STREET_RD,265
1454,WARRIGAL_RD N of HIGH STREET_RD,238
1473,WARRIGAL_RD N of HIGH STREET_RD,221
1492,WARRIGAL_RD N of HIGH STREET_RD,207
1511,WARRIGAL_RD N of HIGH STREET_RD,160
1530,WARRIGAL_RD N of HIGH STREET_RD,164
1549,WARRIGAL_RD N of HIGH STREET_RD,160
1568,WARRIGAL_RD N of HIGH STREET_RD,130
1587,WARRIGAL_RD N of HIGH STREET_RD,154
1606,WARRIGAL_RD N of HIGH STREET_RD,150
1625,WARRIGAL_RD N of HIGH STREET_RD,141
1644,WARRIGAL_RD N of HIGH STREET_RD,157
1663,WARRIGAL_RD N of HIGH STREET_RD,140
1682,WARRIGAL_RD N of HIGH STREET_RD,149
1701,WARRIGAL_RD N of HIGH STREET_RD,126
1720,WARRIGAL_RD N of HIGH STREET_RD,92
1739,WARRIGAL_RD N of HIGH STREET_RD,87
1758,WARRIGAL_RD N of HIGH STREET_RD,55
1777,WARRIGAL_RD N of HIGH STREET_RD,62
1796,WARRIGAL_RD N of HIGH STREET_RD,59
1815,WARRIGAL_RD N of HIGH STREET_RD,46
11,WARRIGAL_RD N of HIGH STREET_RD,28
30,WARRIGAL_RD N of HIGH STREET_RD,26
49,WARRIGAL_RD N of HIGH STREET_RD,19
68,WARRIGAL_RD N of HIGH STREET_RD,15
87,WARRIGAL_RD N of HIGH STREET_RD,11
106,WARRIGAL_RD N of HIGH STREET_RD,13
125,WARRIGAL_RD N of HIGH STREET_RD,14
144,WARRIGAL_RD N of HIGH STREET_RD,13
163,WARRIGAL_RD N of HIGH STREET_RD,8
182,WARRIGAL_RD N of HIGH STREET_RD,6
201,WARRIGAL_RD N of HIGH STREET_RD,12
220,WARRIGAL_RD N of HIGH STREET_RD,10
239,WARRIGAL_RD N of HIGH STREET_RD,7
258,WARRIGAL_RD N of HIGH STREET_RD,4
277,WARRIGAL_RD N of HIGH STREET_RD,6
296,WARRIGAL_RD N of HIGH STREET_RD,10
315,WARRIGAL_RD N of HIGH STREET_RD,9
334,WARRIGAL_RD N of HIGH STREET_RD,12
353,WARRIGAL_RD N of HIGH STREET_RD,9
372,WARRIGAL_RD N of HIGH STREET_RD,21
391,WARRIGAL_RD N of HIGH STREET_RD,23
410,WARRIGAL_RD N of HIGH STREET_RD,40
429,WARRIGAL_RD N of HIGH STREET_RD,73
448,WARRIGAL_RD N of HIGH STREET_RD,69
467,WARRIGAL_RD N of HIGH STREET_RD,102
486,WARRIGAL_RD N of HIGH STREET_RD,163
505,WARRIGAL_RD N of HIGH STREET_RD,233
524,WARRIGAL_RD N of HIGH STREET_RD,268
543,WARRIGAL_RD N of HIGH STREET_RD,275
562,WARRIGAL_RD N of HIGH STREET_RD,305
581,WARRIGAL_RD N of HIGH STREET_RD,370
600,WARRIGAL_RD N of HIGH STREET_RD,352
619,WARRIGAL_RD N of HIGH STREET_RD,400
638,WARRIGAL_RD N of HIGH STREET_RD,371
657,WARRIGAL_RD N of HIGH STREET_RD,418
676,WARRIGAL_RD N of HIGH STREET_RD,336
695,WARRIGAL_RD N of HIGH STREET_RD,415
714,WARRIGAL_RD N of HIGH STREET_RD,374
733,WARRIGAL_RD N of HIGH STREET_RD,393
752,WARRIGAL_RD N of HIGH STREET_RD,363
771,WARRIGAL_RD N of HIGH STREET_RD,313
790,WARRIGAL_RD N of HIGH STREET_RD,324
809,WARRIGAL_RD N of HIGH STREET_RD,323
828,WARRIGAL_RD N of HIGH STREET_RD,319
847,WARRIGAL_RD N of HIGH STREET_RD,288
866,WARRIGAL_RD N of HIGH STREET_RD,336
885,WARRIGAL_RD N of HIGH STREET_RD,264
904,WARRIGAL_RD N of HIGH STREET_RD,293
923,WARRIGAL_RD N of HIGH STREET_RD,291
942,WARRIGAL_RD N of HIGH STREET_RD,316
961,WARRIGAL_RD N of HIGH STREET_RD,308
980,WARRIGAL_RD N of HIGH STREET_RD,287
999,WARRIGAL_RD N of HIGH STREET_RD,261
1018,WARRIGAL_RD N of HIGH STREET_RD,238
1037,WARRIGAL_RD N of HIGH STREET_RD,305
1056,WARRIGAL_RD N of HIGH STREET_RD,258
1075,WARRIGAL_RD N of HIGH STREET_RD,301
1094,WARRIGAL_RD N of HIGH STREET_RD,315
1113,WARRIGAL_RD N of HIGH STREET_RD,285
1132,WARRIGAL_RD N of HIGH STREET_RD,288
1151,WARRIGAL_RD N of HIGH STREET_RD,337
1170,WARRIGAL_RD N of HIGH STREET_RD,253
1189,WARRIGAL_RD N of HIGH STREET_RD,310
1208,WARRIGAL_RD N of HIGH STREET_RD,334
1227,WARRIGAL_RD N of HIGH STREET_RD,381
1246,WARRIGAL_RD N of HIGH STREET_RD,380
1265,WARRIGAL_RD N of HIGH STREET_RD,336
1284,WARRIGAL_RD N of HIGH STREET_RD,315
1303,WARRIGAL_RD N of HIGH STREET_RD,323
1322,WARRIGAL_RD N of HIGH STREET_RD,352
1341,WARRIGAL_RD N of HIGH STREET_RD,389
1360,WARRIGAL_RD N of HIGH STREET_RD,376
1379,WARRIGAL_RD N of HIGH STREET_RD,335
1398,WARRIGAL_RD N of HIGH STREET_RD,287
1417,WARRIGAL_RD N of HIGH STREET_RD,285
1436,WARRIGAL_RD N of HIGH STREET_RD,268
1455,WARRIGAL_RD N of HIGH STREET_RD,287
1474,WARRIGAL_RD N of HIGH STREET_RD,244
1493,WARRIGAL_RD N of HIGH STREET_RD,241
1512,WARRIGAL_RD N of HIGH STREET_RD,169
1531,WARRIGAL_RD N of HIGH STREET_RD,191
1550,WARRIGAL_RD N of HIGH STREET_RD,165
1569,WARRIGAL_RD N of HIGH STREET_RD,166
1588,WARRIGAL_RD N of HIGH STREET_RD,175
1607,WARRIGAL_RD N of HIGH STREET_RD,140
1626,WARRIGAL_RD N of HIGH STREET_RD,143
1645,WARRIGAL_RD N of HIGH STREET_RD,156
1664,WARRIGAL_RD N of HIGH STREET_RD,117
1683,WARRIGAL_RD N of HIGH STREET_RD,134
1702,WARRIGAL_RD N of HIGH STREET_RD,115
1721,WARRIGAL_RD N of HIGH STREET_RD,109
1740,WARRIGAL_RD N of HIGH STREET_RD,85
1759,WARRIGAL_RD N of HIGH STREET_RD,82
1778,WARRIGAL_RD N of HIGH STREET_RD,49
1797,WARRIGAL_RD N of HIGH STREET_RD,57
1816,WARRIGAL_RD N of HIGH STREET_RD,37
12,WARRIGAL_RD N of HIGH STREET_RD,34
31,WARRIGAL_RD N of HIGH STREET_RD,37
50,WARRIGAL_RD N of HIGH STREET_RD,24
69,WARRIGAL_RD N of HIGH STREET_RD,33
88,WARRIGAL_RD N of HIGH STREET_RD,14
107,WARRIGAL_RD N of HIGH STREET_RD,13
126,WARRIGAL_RD N of HIGH STREET_RD,22
145,WARRIGAL_RD N of HIGH STREET_RD,14
164,WARRIGAL_RD N of HIGH STREET_RD,12
183,WARRIGAL_RD N of HIGH STREET_RD,24
202,WARRIGAL_RD N of HIGH STREET_RD,9
221,WARRIGAL_RD N of HIGH STREET_RD,9
240,WARRIGAL_RD N of HIGH STREET_RD,10
259,WARRIGAL_RD N of HIGH STREET_RD,9
278,WARRIGAL_RD N of HIGH STREET_RD,12
297,WARRIGAL_RD N of HIGH STREET_RD,10
316,WARRIGAL_RD N of HIGH STREET_RD,14
335,WARRIGAL_RD N of HIGH STREET_RD,12
354,WARRIGAL_RD N of HIGH STREET_RD,11
373,WARRIGAL_RD N of HIGH STREET_RD,18
392,WARRIGAL_RD N of HIGH STREET_RD,17
411,WARRIGAL_RD N of HIGH STREET_RD,38
430,WARRIGAL_RD N of HIGH STREET_RD,49
449,WARRIGAL_RD N of HIGH STREET_RD,65
468,WARRIGAL_RD N of HIGH STREET_RD,118
487,WARRIGAL_RD N of HIGH STREET_RD,143
506,WARRIGAL_RD N of HIGH STREET_RD,237
525,WARRIGAL_RD N of HIGH STREET_RD,229
544,WARRIGAL_RD N of HIGH STREET_RD,262
563,WARRIGAL_RD N of HIGH STREET_RD,331
582,WARRIGAL_RD N of HIGH STREET_RD,352
601,WARRIGAL_RD N of HIGH STREET_RD,377
620,WARRIGAL_RD N of HIGH STREET_RD,379
639,WARRIGAL_RD N of HIGH STREET_RD,385
658,WARRIGAL_RD N of HIGH STREET_RD,391
677,WARRIGAL_RD N of HIGH STREET_RD,354
696,WARRIGAL_RD N of HIGH STREET_RD,335
715,WARRIGAL_RD N of HIGH STREET_RD,328
734,WARRIGAL_RD N of HIGH STREET_RD,330
753,WARRIGAL_RD N of HIGH STREET_RD,324
772,WARRIGAL_RD N of HIGH STREET_RD,297
791,WARRIGAL_RD N of HIGH STREET_RD,326
810,WARRIGAL_RD N of HIGH STREET_RD,268
829,WARRIGAL_RD N of HIGH STREET_RD,316
848,WARRIGAL_RD N of HIGH STREET_RD,316
867,WARRIGAL_RD N of HIGH STREET_RD,273
886,WARRIGAL_RD N of HIGH STREET_RD,313
905,WARRIGAL_RD N of HIGH STREET_RD,299
924,WARRIGAL_RD N of HIGH STREET_RD,366
943,WARRIGAL_RD N of HIGH STREET_RD,297
962,WARRIGAL_RD N of HIGH STREET_RD,351
981,WARRIGAL_RD N of HIGH STREET_RD,307
1000,WARRIGAL_RD N of HIGH STREET_RD,276
1019,WARRIGAL_RD N of HIGH STREET_RD,309
1038,WARRIGAL_RD N of HIGH STREET_RD,294
1057,WARRIGAL_RD N of HIGH STREET_RD,305
1076,WARRIGAL_RD N of HIGH STREET_RD,343
1095,WARRIGAL_RD N of HIGH STREET_RD,266
1114,WARRIGAL_RD N of HIGH STREET_RD,318
1133,WARRIGAL_RD N of HIGH STREET_RD,348
1152,WARRIGAL_RD N of HIGH STREET_RD,288
1171,WARRIGAL_RD N of HIGH STREET_RD,346
1190,WARRIGAL_RD N of HIGH STREET_RD,364
1209,WARRIGAL_RD N of HIGH STREET_RD,309
1228,WARRIGAL_RD N of HIGH STREET_RD,371
1247,WARRIGAL_RD N of HIGH STREET_RD,417
1266,WARRIGAL_RD N of HIGH STREET_RD,314
1285,WARRIGAL_RD N of HIGH STREET_RD,315
1304,WARRIGAL_RD N of HIGH STREET_RD,316
1323,WARRIGAL_RD N of HIGH STREET_RD,309
1342,WARRIGAL_RD N of HIGH STREET_RD,414
1361,WARRIGAL_RD N of HIGH STREET_RD,347
1380,WARRIGAL_RD N of HIGH STREET_RD,381
1399,WARRIGAL_RD N of HIGH STREET_RD,355
1418,WARRIGAL_RD N of HIGH STREET_RD,295
1437,WARRIGAL_RD N of HIGH STREET_RD,299
1456,WARRIGAL_RD N of HIGH STREET_RD,288
1475,WARRIGAL_RD N of HIGH STREET_RD,297
1494,WARRIGAL_RD N of HIGH STREET_RD,256
1513,WARRIGAL_RD N of HIGH STREET_RD,229
1532,WARRIGAL_RD N of HIGH STREET_RD,184
1551,WARRIGAL_RD N of HIGH STREET_RD,157
1570,WARRIGAL_RD N of HIGH STREET_RD,152
1589,WARRIGAL_RD N of HIGH STREET_RD,145
1608,WARRIGAL_RD N of HIGH STREET_RD,131
1627,WARRIGAL_RD N of HIGH STREET_RD,153
1646,WARRIGAL_RD N of HIGH STREET_RD,119
1665,WARRIGAL_RD N of HIGH STREET_RD,128
1684,WARRIGAL_RD N of HIGH STREET_RD,137
1703,WARRIGAL_RD N of HIGH STREET_RD,117
1722,WARRIGAL_RD N of HIGH STREET_RD,111
1741,WARRIGAL_RD N of HIGH STREET_RD,123
1760,WARRIGAL_RD N of HIGH STREET_RD,100
1779,WARRIGAL_RD N of HIGH STREET_RD,92
1798,WARRIGAL_RD N of HIGH STREET_RD,95
1817,WARRIGAL_RD N of HIGH STREET_RD,80
13,WARRIGAL_RD N of HIGH STREET_RD,61
32,WARRIGAL_RD N of HIGH STREET_RD,58
51,WARRIGAL_RD N of HIGH STREET_RD,54
70,WARRIGAL_RD N of HIGH STREET_RD,62
89,WARRIGAL_RD N of HIGH STREET_RD,34
108,WARRIGAL_RD N of HIGH STREET_RD,32
127,WARRIGAL_RD N of HIGH STREET_RD,32
146,WARRIGAL_RD N of HIGH STREET_RD,28
165,WARRIGAL_RD N of HIGH STREET_RD,20
184,WARRIGAL_RD N of HIGH STREET_RD,26
203,WARRIGAL_RD N of HIGH STREET_RD,23
222,WARRIGAL_RD N of HIGH STREET_RD,18
241,WARRIGAL_RD N of HIGH STREET_RD,14
260,WARRIGAL_RD N of HIGH STREET_RD,14
279,WARRIGAL_RD N of HIGH STREET_RD,12
298,WARRIGAL_RD N of HIGH STREET_RD,17
317,WARRIGAL_RD N of HIGH STREET_RD,12
336,WARRIGAL_RD N of HIGH STREET_RD,19
355,WARRIGAL_RD N of HIGH STREET_RD,21
374,WARRIGAL_RD N of HIGH STREET_RD,20
393,WARRIGAL_RD N of HIGH STREET_RD,24
412,WARRIGAL_RD N of HIGH STREET_RD,35
431,WARRIGAL_RD N of HIGH STREET_RD,33
450,WARRIGAL_RD N of HIGH STREET_RD,39
469,WARRIGAL_RD N of HIGH STREET_RD,51
488,WARRIGAL_RD N of HIGH STREET_RD,56
507,WARRIGAL_RD N of HIGH STREET_RD,96
526,WARRIGAL_RD N of HIGH STREET_RD,93
545,WARRIGAL_RD N of HIGH STREET_RD,95
564,WARRIGAL_RD N of HIGH STREET_RD,106
583,WARRIGAL_RD N of HIGH STREET_RD,139
602,WARRIGAL_RD N of HIGH STREET_RD,151
621,WARRIGAL_RD N of HIGH STREET_RD,178
640,WARRIGAL_RD N of HIGH STREET_RD,213
659,WARRIGAL_RD N of HIGH STREET_RD,236
678,WARRIGAL_RD N of HIGH STREET_RD,255
697,WARRIGAL_RD N of HIGH STREET_RD,248
716,WARRIGAL_RD N of HIGH STREET_RD,258
735,WARRIGAL_RD N of HIGH STREET_RD,332
754,WARRIGAL_RD N of HIGH STREET_RD,304
773,WARRIGAL_RD N of HIGH STREET_RD,312
792,WARRIGAL_RD N of HIGH STREET_RD,315
811,WARRIGAL_RD N of HIGH STREET_RD,355
830,WARRIGAL_RD N of HIGH STREET_RD,340
849,WARRIGAL_RD N of HIGH STREET_RD,396
868,WARRIGAL_RD N of HIGH STREET_RD,365
887,WARRIGAL_RD N of HIGH STREET_RD,366
906,WARRIGAL_RD N of HIGH STREET_RD,341
925,WARRIGAL_RD N of HIGH STREET_RD,361
944,WARRIGAL_RD N of HIGH STREET_RD,414
963,WARRIGAL_RD N of HIGH STREET_RD,361
982,WARRIGAL_RD N of HIGH STREET_RD,397
1001,WARRIGAL_RD N of HIGH STREET_RD,360
1020,WARRIGAL_RD N of HIGH STREET_RD,383
1039,WARRIGAL_RD N of HIGH STREET_RD,356
1058,WARRIGAL_RD N of HIGH STREET_RD,368
1077,WARRIGAL_RD N of HIGH STREET_RD,345
1096,WARRIGAL_RD N of HIGH STREET_RD,329
1115,WARRIGAL_RD N of HIGH STREET_RD,370
1134,WARRIGAL_RD N of HIGH STREET_RD,301
1153,WARRIGAL_RD N of HIGH STREET_RD,334
1172,WARRIGAL_RD N of HIGH STREET_RD,308
1191,WARRIGAL_RD N of HIGH STREET_RD,327
1210,WARRIGAL_RD N of HIGH STREET_RD,255
1229,WARRIGAL_RD N of HIGH STREET_RD,319
1248,WARRIGAL_RD N of HIGH STREET_RD,300
1267,WARRIGAL_RD N of HIGH STREET_RD,271
1286,WARRIGAL_RD N of HIGH STREET_RD,230
1305,WARRIGAL_RD N of HIGH STREET_RD,263
1324,WARRIGAL_RD N of HIGH STREET_RD,287
1343,WARRIGAL_RD N of HIGH STREET_RD,253
1362,WARRIGAL_RD N of HIGH STREET_RD,298
1381,WARRIGAL_RD N of HIGH STREET_RD,293
1400,WARRIGAL_RD N of HIGH STREET_RD,256
1419,WARRIGAL_RD N of HIGH STREET_RD,256
1438,WARRIGAL_RD N of HIGH STREET_RD,256
1457,WARRIGAL_RD N of HIGH STREET_RD,225
1476,WARRIGAL_RD N of HIGH STREET_RD,212
1495,WARRIGAL_RD N of HIGH STREET_RD,199
1514,WARRIGAL_RD N of HIGH STREET_RD,181
1533,WARRIGAL_RD N of HIGH STREET_RD,154
1552,WARRIGAL_RD N of HIGH STREET_RD,143
1571,WARRIGAL_RD N of HIGH STREET_RD,109
1590,WARRIGAL_RD N of HIGH STREET_RD,127
1609,WARRIGAL_RD N of HIGH STREET_RD,130
1628,WARRIGAL_RD N of HIGH STREET_RD,110
1647,WARRIGAL_RD N of HIGH STREET_RD,107
1666,WARRIGAL_RD N of HIGH STREET_RD,127
1685,WARRIGAL_RD N of HIGH STREET_RD,141
1704,WARRIGAL_RD N of HIGH STREET_RD,107
1723,WARRIGAL_RD N of HIGH STREET_RD,135
1742,WARRIGAL_RD N of HIGH STREET_RD,130
1761,WARRIGAL_RD N of HIGH STREET_RD,106
1780,WARRIGAL_RD N of HIGH STREET_RD,101
1799,WARRIGAL_RD N of HIGH STREET_RD,104
1818,WARRIGAL_RD N of HIGH STREET_RD,102
14,WARRIGAL_RD N of HIGH STREET_RD,97
33,WARRIGAL_RD N of HIGH STREET_RD,86
52,WARRIGAL_RD N of HIGH STREET_RD,72
71,WARRIGAL_RD N of HIGH STREET_RD,74
90,WARRIGAL_RD N of HIGH STREET_RD,59
109,WARRIGAL_RD N of HIGH STREET_RD,44
128,WARRIGAL_RD N of HIGH STREET_RD,32
147,WARRIGAL_RD N of HIGH STREET_RD,32
166,WARRIGAL_RD N of HIGH STREET_RD,29
185,WARRIGAL_RD N of HIGH STREET_RD,31
204,WARRIGAL_RD N of HIGH STREET_RD,22
223,WARRIGAL_RD N of HIGH STREET_RD,27
242,WARRIGAL_RD N of HIGH STREET_RD,25
261,WARRIGAL_RD N of HIGH STREET_RD,14
280,WARRIGAL_RD N of HIGH STREET_RD,18
299,WARRIGAL_RD N of HIGH STREET_RD,17
318,WARRIGAL_RD N of HIGH STREET_RD,15
337,WARRIGAL_RD N of HIGH STREET_RD,22
356,WARRIGAL_RD N of HIGH STREET_RD,24
375,WARRIGAL_RD N of HIGH STREET_RD,11
394,WARRIGAL_RD N of HIGH STREET_RD,19
413,WARRIGAL_RD N of HIGH STREET_RD,23
432,WARRIGAL_RD N of HIGH STREET_RD,22
451,WARRIGAL_RD N of HIGH STREET_RD,32
470,WARRIGAL_RD N of HIGH STREET_RD,44
489,WARRIGAL_RD N of HIGH STREET_RD,56
508,WARRIGAL_RD N of HIGH STREET_RD,59
527,WARRIGAL_RD N of HIGH STREET_RD,69
546,WARRIGAL_RD N of HIGH STREET_RD,47
565,WARRIGAL_RD N of HIGH STREET_RD,70
584,WARRIGAL_RD N of HIGH STREET_RD,91
603,WARRIGAL_RD N of HIGH STREET_RD,73
622,WARRIGAL_RD N of HIGH STREET_RD,90
641,WARRIGAL_RD N of HIGH STREET_RD,109
660,WARRIGAL_RD N of HIGH STREET_RD,118
679,WARRIGAL_RD N of HIGH STREET_RD,126
698,WARRIGAL_RD N of HIGH STREET_RD,162
717,WARRIGAL_RD N of HIGH STREET_RD,211
736,WARRIGAL_RD N of HIGH STREET_RD,272
755,WARRIGAL_RD N of HIGH STREET_RD,290
774,WARRIGAL_RD N of HIGH STREET_RD,255
793,WARRIGAL_RD N of HIGH STREET_RD,224
812,WARRIGAL_RD N of HIGH STREET_RD,282
831,WARRIGAL_RD N of HIGH STREET_RD,268
850,WARRIGAL_RD N of HIGH STREET_RD,283
869,WARRIGAL_RD N of HIGH STREET_RD,292
888,WARRIGAL_RD N of HIGH STREET_RD,298
907,WARRIGAL_RD N of HIGH STREET_RD,318
926,WARRIGAL_RD N of HIGH STREET_RD,297
945,WARRIGAL_RD N of HIGH STREET_RD,325
964,WARRIGAL_RD N of HIGH STREET_RD,342
983,WARRIGAL_RD N of HIGH STREET_RD,360
1002,WARRIGAL_RD N of HIGH STREET_RD,302
1021,WARRIGAL_RD N of HIGH STREET_RD,303
1040,WARRIGAL_RD N of HIGH STREET_RD,320
1059,WARRIGAL_RD N of HIGH STREET_RD,318
1078,WARRIGAL_RD N of HIGH STREET_RD,335
1097,WARRIGAL_RD N of HIGH STREET_RD,309
1116,WARRIGAL_RD N of HIGH STREET_RD,289
1135,WARRIGAL_RD N of HIGH STREET_RD,311
1154,WARRIGAL_RD N of HIGH STREET_RD,288
1173,WARRIGAL_RD N of HIGH STREET_RD,320
1192,WARRIGAL_RD N of HIGH STREET_RD,273
1211,WARRIGAL_RD N of HIGH STREET_RD,315
1230,WARRIGAL_RD N of HIGH STREET_RD,278
1249,WARRIGAL_RD N of HIGH STREET_RD,252
1268,WARRIGAL_RD N of HIGH STREET_RD,288
1287,WARRIGAL_RD N of HIGH STREET_RD,260
1306,WARRIGAL_RD N of HIGH STREET_RD,268
1325,WARRIGAL_RD N of HIGH STREET_RD,242
1344,WARRIGAL_RD N of HIGH STREET_RD,247
1363,WARRIGAL_RD N of HIGH STREET_RD,200
1382,WARRIGAL_RD N of HIGH STREET_RD,195
1401,WARRIGAL_RD N of HIGH STREET_RD,243
1420,WARRIGAL_RD N of HIGH STREET_RD,177
1439,WARRIGAL_RD N of HIGH STREET_RD,174
1458,WARRIGAL_RD N of HIGH STREET_RD,146
1477,WARRIGAL_RD N of HIGH STREET_RD,155
1496,WARRIGAL_RD N of HIGH STREET_RD,136
1515,WARRIGAL_RD N of HIGH STREET_RD,27
1534,WARRIGAL_RD N of HIGH STREET_RD,132
1553,WARRIGAL_RD N of HIGH STREET_RD,110
1572,WARRIGAL_RD N of HIGH STREET_RD,123
1591,WARRIGAL_RD N of HIGH STREET_RD,121
1610,WARRIGAL_RD N of HIGH STREET_RD,113
1629,WARRIGAL_RD N of HIGH STREET_RD,124
1648,WARRIGAL_RD N of HIGH STREET_RD,112
1667,WARRIGAL_RD N of HIGH STREET_RD,94
1686,WARRIGAL_RD N of HIGH STREET_RD,111
1705,WARRIGAL_RD N of HIGH STREET_RD,93
1724,WARRIGAL_RD N of HIGH STREET_RD,78
1743,WARRIGAL_RD N of HIGH STREET_RD,47
1762,WARRIGAL_RD N of HIGH STREET_RD,37
1781,WARRIGAL_RD N of HIGH STREET_RD,49
1800,WARRIGAL_RD N of HIGH STREET_RD,37
1819,WARRIGAL_RD N of HIGH STREET_RD,41
15,WARRIGAL_RD N of HIGH STREET_RD,18
34,WARRIGAL_RD N of HIGH STREET_RD,18
53,WARRIGAL_RD N of HIGH STREET_RD,27
72,WARRIGAL_RD N of HIGH STREET_RD,12
91,WARRIGAL_RD N of HIGH STREET_RD,14
110,WARRIGAL_RD N of HIGH STREET_RD,14
129,WARRIGAL_RD N of HIGH STREET_RD,8
148,WARRIGAL_RD N of HIGH STREET_RD,8
167,WARRIGAL_RD N of HIGH STREET_RD,17
186,WARRIGAL_RD N of HIGH STREET_RD,8
205,WARRIGAL_RD N of HIGH STREET_RD,9
224,WARRIGAL_RD N of HIGH STREET_RD,6
243,WARRIGAL_RD N of HIGH STREET_RD,5
262,WARRIGAL_RD N of HIGH STREET_RD,1
281,WARRIGAL_RD N of HIGH STREET_RD,8
300,WARRIGAL_RD N of HIGH STREET_RD,14
319,WARRIGAL_RD N of HIGH STREET_RD,14
338,WARRIGAL_RD N of HIGH STREET_RD,7
357,WARRIGAL_RD N of HIGH STREET_RD,17
376,WARRIGAL_RD N of HIGH STREET_RD,15
395,WARRIGAL_RD N of HIGH STREET_RD,15
414,WARRIGAL_RD N of HIGH STREET_RD,35
433,WARRIGAL_RD N of HIGH STREET_RD,59
452,WARRIGAL_RD N of HIGH STREET_RD,76
471,WARRIGAL_RD N of HIGH STREET_RD,80
490,WARRIGAL_RD N of HIGH STREET_RD,142
509,WARRIGAL_RD N of HIGH STREET_RD,225
528,WARRIGAL_RD N of HIGH STREET_RD,239
547,WARRIGAL_RD N of HIGH STREET_RD,261
566,WARRIGAL_RD N of HIGH STREET_RD,315
585,WARRIGAL_RD N of HIGH STREET_RD,361
604,WARRIGAL_RD N of HIGH STREET_RD,394
623,WARRIGAL_RD N of HIGH STREET_RD,370
642,WARRIGAL_RD N of HIGH STREET_RD,450
661,WARRIGAL_RD N of HIGH STREET_RD,365
680,WARRIGAL_RD N of HIGH STREET_RD,405
699,WARRIGAL_RD N of HIGH STREET_RD,327
718,WARRIGAL_RD N of HIGH STREET_RD,305
737,WARRIGAL_RD N of HIGH STREET_RD,342
756,WARRIGAL_RD N of HIGH STREET_RD,284
775,WARRIGAL_RD N of HIGH STREET_RD,284
794,WARRIGAL_RD N of HIGH STREET_RD,239
813,WARRIGAL_RD N of HIGH STREET_RD,286
832,WARRIGAL_RD N of HIGH STREET_RD,216
851,WARRIGAL_RD N of HIGH STREET_RD,267
870,WARRIGAL_RD N of HIGH STREET_RD,286
889,WARRIGAL_RD N of HIGH STREET_RD,265
908,WARRIGAL_RD N of HIGH STREET_RD,254
927,WARRIGAL_RD N of HIGH STREET_RD,267
946,WARRIGAL_RD N of HIGH STREET_RD,300
965,WARRIGAL_RD N of HIGH STREET_RD,258
984,WARRIGAL_RD N of HIGH STREET_RD,263
1003,WARRIGAL_RD N of HIGH STREET_RD,263
1022,WARRIGAL_RD N of HIGH STREET_RD,284
1041,WARRIGAL_RD N of HIGH STREET_RD,249
1060,WARRIGAL_RD N of HIGH STREET_RD,297
1079,WARRIGAL_RD N of HIGH STREET_RD,309
1098,WARRIGAL_RD N of HIGH STREET_RD,268
1117,WARRIGAL_RD N of HIGH STREET_RD,228
1136,WARRIGAL_RD N of HIGH STREET_RD,319
1155,WARRIGAL_RD N of HIGH STREET_RD,301
1174,WARRIGAL_RD N of HIGH STREET_RD,286
1193,WARRIGAL_RD N of HIGH STREET_RD,334
1212,WARRIGAL_RD N of HIGH STREET_RD,325
1231,WARRIGAL_RD N of HIGH STREET_RD,314
1250,WARRIGAL_RD N of HIGH STREET_RD,385
1269,WARRIGAL_RD N of HIGH STREET_RD,305
1288,WARRIGAL_RD N of HIGH STREET_RD,287
1307,WARRIGAL_RD N of HIGH STREET_RD,369
1326,WARRIGAL_RD N of HIGH STREET_RD,336
1345,WARRIGAL_RD N of HIGH STREET_RD,378
1364,WARRIGAL_RD N of HIGH STREET_RD,332
1383,WARRIGAL_RD N of HIGH STREET_RD,291
1402,WARRIGAL_RD N of HIGH STREET_RD,278
1421,WARRIGAL_RD N of HIGH STREET_RD,237
1440,WARRIGAL_RD N of HIGH STREET_RD,245
1459,WARRIGAL_RD N of HIGH STREET_RD,206
1478,WARRIGAL_RD N of HIGH STREET_RD,181
1497,WARRIGAL_RD N of HIGH STREET_RD,137
1516,WARRIGAL_RD N of HIGH STREET_RD,144
1535,WARRIGAL_RD N of HIGH STREET_RD,144
1554,WARRIGAL_RD N of HIGH STREET_RD,142
1573,WARRIGAL_RD N of HIGH STREET_RD,110
1592,WARRIGAL_RD N of HIGH STREET_RD,131
1611,WARRIGAL_RD N of HIGH STREET_RD,130
1630,WARRIGAL_RD N of HIGH STREET_RD,123
1649,WARRIGAL_RD N of HIGH STREET_RD,98
